GRID_ID,PrePost,plot,Grid_plot,GridPlotYear,alnvir,andpol,anepar,aneric,arclat,arcrub,betnan,betneo,betocc,calcan,callap,calstr.ine,caraqu,carbig,carcan,carcap1,carcho,carcon1,cargyn,carliv,carmem,carpra1,carrot,carsci,carvag,chacal,corcan,dipcom,drorot,dryint.syl,empnig,epiang,epigla,epilat,epipal,equarv,equflu,equpra,equsci,equsyl,equvar,eriang,eribra,erisch,erivag,fesalt,galbor,geoliv,hedalp,larlar,leddec,ledgro,linbor,luzmul,luzruf,lycann,moelat,myrgal,ortsec,oxymic,parnud,pedcap,pedint,pedlab,pedlan1,pedoed,petfri,picgla,picmar,pinvil,poaarc,poapal,polala,polbis,polviv,poptre,potfru,ribtri,rosaci,rubarc,rubcha,salarb,salbeb,salgla,salmyr,salpul,salret,salric,sanoff,sauang,saxhir,selsel,sencon,spirom,spiste,stelon2,thaalp,tofcoc,tofpus,tricae,vaculi,vacvit,vibedu
ET,post,15,ET15,ET15post,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0,0,0,8.47,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0
ET,pre,15,ET15,ET15pre,8.474576271,0,0,0,0,0,15.25423729,0,0,0,0,0,0,20.33898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16949153,0,0,0,0,0,20.33898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16949153,30.50847458,0
ET,post,16,ET16,ET16post,0,0,0,0,1.69,0,1.69,0,0,11.86,0,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,0,0,0,1.69,0,0,0,0,0,0,0,0,6.78,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,1.69,0
ET,pre,16,ET16,ET16pre,18.6440678,0,0,0,0,0,20.33898305,0,0,0,0,0,0,18.6440678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,16.94915254,0,0,0,0,0,32.20338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,15.25423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.98305085,15.25423729,0
ET,post,17,ET17,ET17post,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,0
ET,pre,17,ET17,ET17pre,13.55932203,1.694915254,0,0,0,0,11.86440678,0,0,0,0,0,0,44.06779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.474576271,0,0,0,0,0,27.11864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.42372881,28.81355932,0
ET,post,18,ET18,ET18post,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.64,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0
ET,pre,18,ET18,ET18pre,1.694915254,0,0,0,0,0,16.94915254,0,0,0,0,0,0,18.6440678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,22.03389831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86440678,35.59322034,0
ET,post,19,ET19,ET19post,0,0,0,0,0,0,6.78,0,0,5.08,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.68,0,0,0,0,0,16.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,18.64,0
ET,pre,19,ET19,ET19pre,3.389830508,0,0,0,0,0,20.33898305,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.50847458,0,0,0,0,0,27.11864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03389831,22.03389831,0
ET,post,1,ET1,ET1post,0,0,0,0,0,0,0,0,0,0,6.78,0,0,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,25.42,0,0,0,0,0,5.08,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,1.69,0
ET,pre,1,ET1,ET1pre,0,0,0,0,0,0,17.54385965,0,0,0,0,0,0,26.31578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.56140351,0,0,0,0,0,17.54385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54385965,19.29824561,0
ET,post,20,ET20,ET20post,0,0,0,0,0,0,6.78,0,0,1.69,0,0,0,16.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,5.08,0,0,0,0,0,0,0,0,0,0,0,0,20.34,0,0,0,0,0,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,3.39,0
ET,pre,20,ET20,ET20pre,3.389830508,0,0,0,0,0,10.16949153,0,0,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,0,27.11864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,15.25423729,0
ET,post,21,ET21,ET21post,0,0,0,0,8.47,0,1.69,0,0,10.17,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,11.86,0,0,0,5.08,0,0,0,0,0,0,0,0,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ET,pre,21,ET21,ET21pre,3.389830508,0,0,0,0,0,35.59322034,0,0,0,0,0,0,10.16949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,20.33898305,0,0,0,0,0,11.86440678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.54237288,0,0
ET,post,22,ET22,ET22post,0,0,0,0,0,0,0,0,0,0,5.08,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.73,0,0,0,0,0,0,0,33.9,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,3.39,0
ET,pre,22,ET22,ET22pre,16.94915254,0,0,0,1.694915254,0,22.03389831,0,0,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,3.389830508,0,0,0,0,0,35.59322034,0,0,0,0,6.779661017,0,0,0,0,0,0,0,0,0,0,1.694915254,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03389831,35.59322034,0
ET,post,23,ET23,ET23post,0,0,0,0,0,0,3.39,0,0,0,3.39,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,25.42,0,0,0,0,0,13.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,10.17,0
ET,pre,23,ET23,ET23pre,0,0,0,0,0,0,20.33898305,0,0,0,0,0,0,10.16949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25423729,0,0,0,0,0,33.89830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55932203,30.50847458,0
ET,post,24,ET24,ET24post,5.08,0,0,0,0,0,0,0,0,0,0,0,0,20.34,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,5.08,1.69,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,11.86,0,0,0,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.42,8.47,0
ET,pre,24,ET24,ET24pre,0,5.084745763,0,0,0,0,15.25423729,0,0,0,0,0,0,18.6440678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,8.474576271,0,0,0,0,0,10.16949153,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.474576271,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16949153,30.50847458,0
ET,post,25,ET25,ET25post,0,0,0,0,0,0,5.08,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,0,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,6.78,0
ET,pre,25,ET25,ET25pre,1.694915254,0,0,0,0,0,18.6440678,0,0,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,0,0,0,0,0,23.72881356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16949153,22.03389831,0
ET,post,2,ET2,ET2post,0,0,0,0,1.69,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,1.69,0
ET,pre,2,ET2,ET2pre,5.084745763,0,0,0,1.694915254,0,30.50847458,0,0,0,0,0,0,22.03389831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,44.06779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6440678,35.59322034,0
ET,post,3,ET3,ET3post,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,23.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ET,pre,3,ET3,ET3pre,0,0,0,0,0,0,33.89830508,0,1.694915254,0,0,0,0,30.50847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,27.11864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.474576271,18.6440678,0
ET,post,4,ET4,ET4post,0,0,0,0,0,0,6.78,0,0,0,5.08,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,25.42,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,1.69,0,0,0,0,0,0,6.78,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0
ET,pre,4,ET4,ET4pre,0,0,0,0,0,0,16.94915254,0,0,0,0,0,0,6.779661017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,27.11864407,0,0,0,0,0,27.11864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,20.33898305,0
ET,post,5,ET5,ET5post,0,0,0,0,0,0,0,0,0,0,1.69,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0,0,0,8.47,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1.69,0
ET,pre,5,ET5,ET5pre,5.084745763,0,0,0,0,0,27.11864407,0,0,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,8.474576271,0,0,0,0,0,30.50847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779661017,22.03389831,0
ET,post,6,ET6,ET6post,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0
ET,pre,6,ET6,ET6pre,0,0,0,0,0,0,24.13793103,0,0,0,0,0,0,20.68965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4137931,0,0,0,0,0,25.86206897,0,0,0,0,0,0,0,0,1.724137931,0,0,0,1.724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.13793103,17.24137931,0
ET,post,7,ET7,ET7post,0,0,0,0,0,0,5.08,0,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,11.86,0,0,0,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,5.08,0
ET,pre,7,ET7,ET7pre,11.86440678,0,0,0,0,0,10.16949153,0,0,0,0,0,0,23.72881356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.474576271,0,0,0,0,0,42.37288136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6440678,20.33898305,0
ET,post,8,ET8,ET8post,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0
ET,pre,8,ET8,ET8pre,0,0,0,0,0,0,18.6440678,0,0,0,0,0,0,20.33898305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,0,32.20338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084745763,23.72881356,0
ET,post,9,ET9,ET9post,0,0,0,0,0,0,6.78,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,35.59,0,0,0,0,0,16.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,3.39,0
ET,pre,9,ET9,ET9pre,0,0,0,0,0,0,5.084745763,0,0,0,0,0,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.42372881,0,0,0,0,0,27.11864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0,0,0,0,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86440678,18.6440678,0
WC,post,10,WC10,WC10post,0,5.1,5.1,0,0,1.7,5.1,0,0,0,0,0,0,0,0,0,0,0,11.9,0,1.7,0,0,11.9,0,0,0,0,0,5.1,0,3.4,0,0,0,0,0,0,1.7,0,0,3.4,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,6.8,1.7,3.4,1.7,0,0,0,0,0,0,0,0,0,0,8.5,0,0
WC,pre,10,WC10,WC10pre,0,5.084745763,0,1.694915254,1.694915254,0,8.474576271,0,0,0,0,0,0,0,0,0,0,0,5.084745763,0,0,0,0,27.11864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694915254,0,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.28813559,0,0,0,0,0,0,0,0,1.694915254,5.084745763,0,0,3.389830508,0,0,0,0,0,0,0,0,0,0,11.86440678,0,0
